epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,4986.17,0.37174,0.23576,0.8841,0.97083,0.94792,0.97199,0.87011,0.58725,0.27607,1.16396,6.4937e-05,6.4937e-05,6.4937e-05
135,5023,0.38006,0.24473,0.89554,0.96653,0.9553,0.97189,0.87239,0.58467,0.2771,1.16715,6.32561e-05,6.32561e-05,6.32561e-05
136,5059.89,0.36787,0.22647,0.88402,0.95898,0.95716,0.97344,0.87037,0.58608,0.2758,1.16615,6.15908e-05,6.15908e-05,6.15908e-05
137,5097.06,0.36792,0.2297,0.88513,0.9485,0.95545,0.97093,0.86953,0.58975,0.2833,1.16496,5.99414e-05,5.99414e-05,5.99414e-05
138,5134.18,0.37084,0.2354,0.89025,0.94089,0.95909,0.97006,0.86563,0.58699,0.27811,1.16344,5.83084e-05,5.83084e-05,5.83084e-05
139,5171.91,0.3652,0.2341,0.88927,0.89914,0.96499,0.96774,0.86727,0.58603,0.28141,1.16037,5.66922e-05,5.66922e-05,5.66922e-05
140,5210,0.36121,0.22537,0.8825,0.97433,0.93977,0.96928,0.86674,0.58471,0.28364,1.16261,5.50931e-05,5.50931e-05,5.50931e-05
141,5247.36,0.36676,0.23471,0.8816,0.97511,0.94822,0.9719,0.87272,0.58702,0.27927,1.16939,5.35116e-05,5.35116e-05,5.35116e-05
142,5284.18,0.36826,0.23287,0.88585,0.96791,0.95114,0.9714,0.87088,0.58893,0.28251,1.1704,5.1948e-05,5.1948e-05,5.1948e-05
143,5321.04,0.36103,0.23195,0.88419,0.97095,0.95112,0.97171,0.87402,0.58821,0.28024,1.17607,5.04028e-05,5.04028e-05,5.04028e-05
144,5357.92,0.35685,0.22777,0.88184,0.97333,0.9528,0.96926,0.87122,0.58262,0.28102,1.17209,4.88762e-05,4.88762e-05,4.88762e-05
145,5394.52,0.35896,0.22759,0.87926,0.96936,0.95437,0.96868,0.87419,0.58192,0.28074,1.17303,4.73688e-05,4.73688e-05,4.73688e-05
146,35440.8,0.35756,0.22982,0.88418,0.96877,0.95282,0.96982,0.86875,0.58221,0.27669,1.17614,4.58808e-05,4.58808e-05,4.58808e-05
147,35480.1,0.35019,0.22208,0.87766,0.97017,0.95021,0.97015,0.87407,0.57871,0.27623,1.17707,4.44127e-05,4.44127e-05,4.44127e-05
148,35517.5,0.35716,0.23086,0.88693,0.97114,0.95148,0.96949,0.86797,0.57948,0.27446,1.17382,4.29647e-05,4.29647e-05,4.29647e-05
149,35555.6,0.35158,0.21794,0.8761,0.97365,0.94619,0.96773,0.87162,0.57921,0.27565,1.17687,4.15373e-05,4.15373e-05,4.15373e-05
150,35592.8,0.36102,0.2298,0.88569,0.96908,0.94758,0.96793,0.86986,0.57923,0.27564,1.17606,4.01308e-05,4.01308e-05,4.01308e-05
150,36.5427,0.36334,0.23445,0.88829,0.95833,0.95495,0.97137,0.86831,0.581,0.27789,1.17594,4.01308e-05,4.01308e-05,4.01308e-05
151,72.9424,0.35238,0.23059,0.87984,0.96014,0.95595,0.97083,0.87556,0.57916,0.27811,1.18097,3.87455e-05,3.87455e-05,3.87455e-05
152,109.464,0.34483,0.21807,0.87094,0.96465,0.95627,0.96714,0.87524,0.57698,0.27553,1.17959,3.73819e-05,3.73819e-05,3.73819e-05
153,145.726,0.34984,0.22064,0.8828,0.9665,0.95502,0.96951,0.87694,0.57974,0.27205,1.18027,3.60401e-05,3.60401e-05,3.60401e-05
154,182.135,0.34762,0.22046,0.87869,0.96786,0.9483,0.96857,0.87283,0.57913,0.27505,1.17438,3.47207e-05,3.47207e-05,3.47207e-05
155,218.279,0.3407,0.21322,0.87962,0.96834,0.95225,0.97023,0.8781,0.57712,0.27457,1.17382,3.34238e-05,3.34238e-05,3.34238e-05
156,255.051,0.33678,0.2141,0.87011,0.97151,0.95086,0.97234,0.87953,0.5719,0.27255,1.17124,3.21498e-05,3.21498e-05,3.21498e-05
157,291.753,0.34047,0.21945,0.87798,0.97104,0.95516,0.9711,0.87514,0.57663,0.27437,1.17526,3.0899e-05,3.0899e-05,3.0899e-05
158,328.235,0.34209,0.21692,0.87829,0.97301,0.9541,0.97093,0.87617,0.57673,0.27103,1.18251,2.96717e-05,2.96717e-05,2.96717e-05
159,365.307,0.33785,0.21422,0.87443,0.974,0.95081,0.96924,0.87421,0.5732,0.27239,1.17372,2.84683e-05,2.84683e-05,2.84683e-05
160,401.772,0.33807,0.21756,0.87842,0.96568,0.95415,0.96989,0.87839,0.57277,0.27019,1.177,2.7289e-05,2.7289e-05,2.7289e-05
161,437.953,0.33598,0.21502,0.87245,0.96833,0.94848,0.97086,0.87708,0.56837,0.2747,1.17501,2.61341e-05,2.61341e-05,2.61341e-05
162,474.286,0.33708,0.21699,0.87127,0.96788,0.95472,0.97083,0.87701,0.57141,0.27751,1.17879,2.5004e-05,2.5004e-05,2.5004e-05
163,510.597,0.33306,0.22089,0.87345,0.9677,0.9542,0.97128,0.87572,0.57005,0.2767,1.17829,2.38988e-05,2.38988e-05,2.38988e-05
164,547.004,0.32463,0.20462,0.87059,0.96665,0.95384,0.97037,0.87953,0.56979,0.27297,1.18105,2.28188e-05,2.28188e-05,2.28188e-05
165,583.321,0.32961,0.20946,0.86762,0.96595,0.95451,0.97144,0.87981,0.56814,0.27244,1.18536,2.17644e-05,2.17644e-05,2.17644e-05
166,619.683,0.32598,0.20445,0.87232,0.96575,0.95104,0.97115,0.8817,0.56627,0.27242,1.18035,2.07358e-05,2.07358e-05,2.07358e-05
167,658.147,0.33063,0.2083,0.87239,0.96595,0.9494,0.97082,0.87855,0.56884,0.27367,1.18284,1.97332e-05,1.97332e-05,1.97332e-05
168,704.329,0.32407,0.21146,0.86669,0.96661,0.95,0.97105,0.87941,0.5652,0.27186,1.18181,1.87569e-05,1.87569e-05,1.87569e-05
